run_id,scheduler,workload,repetition,seed,task_id,tenant_id,priority,outcome,submitted_at,dispatched_at,started_at,finished_at,deadline,exec_ms,actual_exec_ms,retry_count,queue_wait_s,latency_s,deadline_missed,worker
example,fifo,multi_tenant,0,1000,quick-000079,A,3,completed,2026-09-08T09:26:38.831696Z,2026-09-08T09:26:38.967Z,2026-09-08T09:26:38.968135Z,2026-09-08T09:26:39.028242Z,2026-09-08T09:26:39.309696Z,60,60,0,0.136439,0.196546,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000082,A,0,completed,2026-09-08T09:26:38.839074Z,2026-09-08T09:26:38.989Z,2026-09-08T09:26:38.989804Z,2026-09-08T09:26:39.038955Z,2026-09-08T09:26:39.416074Z,49,49,0,0.150730,0.199881,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000081,A,0,completed,2026-09-08T09:26:38.837226Z,2026-09-08T09:26:38.988Z,2026-09-08T09:26:38.989007Z,2026-09-08T09:26:39.04618Z,2026-09-08T09:26:39.274226Z,57,57,0,0.151781,0.208954,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000084,A,1,completed,2026-09-08T09:26:38.843723Z,2026-09-08T09:26:39.002Z,2026-09-08T09:26:39.00378Z,2026-09-08T09:26:39.056849Z,2026-09-08T09:26:39.347723Z,53,53,0,0.160057,0.213126,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000085,A,2,completed,2026-09-08T09:26:38.844327Z,2026-09-08T09:26:39.008Z,2026-09-08T09:26:39.009201Z,2026-09-08T09:26:39.057287Z,2026-09-08T09:26:39.337327Z,48,48,0,0.164874,0.212960,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000083,A,4,completed,2026-09-08T09:26:38.841962Z,2026-09-08T09:26:39.002Z,2026-09-08T09:26:39.002841Z,2026-09-08T09:26:39.060879Z,2026-09-08T09:26:39.324962Z,58,58,0,0.160879,0.218917,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000086,A,1,completed,2026-09-08T09:26:38.849748Z,2026-09-08T09:26:39.014Z,2026-09-08T09:26:39.014505Z,2026-09-08T09:26:39.072579Z,2026-09-08T09:26:39.520748Z,58,58,0,0.164757,0.222831,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000088,A,0,completed,2026-09-08T09:26:38.857543Z,2026-09-08T09:26:39.029Z,2026-09-08T09:26:39.030078Z,2026-09-08T09:26:39.079089Z,2026-09-08T09:26:39.434543Z,49,49,0,0.172535,0.221546,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000089,A,1,completed,2026-09-08T09:26:38.857543Z,2026-09-08T09:26:39.039Z,2026-09-08T09:26:39.039929Z,2026-09-08T09:26:39.084185Z,2026-09-08T09:26:39.296543Z,44,44,0,0.182386,0.226642,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000087,A,3,completed,2026-09-08T09:26:38.854623Z,2026-09-08T09:26:39.026Z,2026-09-08T09:26:39.027296Z,2026-09-08T09:26:39.084358Z,2026-09-08T09:26:39.316623Z,57,57,0,0.172673,0.229735,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000090,A,1,completed,2026-09-08T09:26:38.860275Z,2026-09-08T09:26:39.046Z,2026-09-08T09:26:39.047406Z,2026-09-08T09:26:39.104563Z,2026-09-08T09:26:39.302275Z,57,57,0,0.187131,0.244288,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000091,A,1,completed,2026-09-08T09:26:38.869855Z,2026-09-08T09:26:39.057Z,2026-09-08T09:26:39.058043Z,2026-09-08T09:26:39.110227Z,2026-09-08T09:26:39.488855Z,52,52,0,0.188188,0.240372,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000093,A,1,completed,2026-09-08T09:26:38.875436Z,2026-09-08T09:26:39.063Z,2026-09-08T09:26:39.063368Z,2026-09-08T09:26:39.112498Z,2026-09-08T09:26:39.348436Z,49,49,0,0.187932,0.237062,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000094,A,0,completed,2026-09-08T09:26:38.88161Z,2026-09-08T09:26:39.073Z,2026-09-08T09:26:39.073829Z,2026-09-08T09:26:39.11491Z,2026-09-08T09:26:39.31461Z,41,41,0,0.192219,0.233300,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000092,A,2,completed,2026-09-08T09:26:38.875435Z,2026-09-08T09:26:39.057Z,2026-09-08T09:26:39.058293Z,2026-09-08T09:26:39.116443Z,2026-09-08T09:26:39.361435Z,58,58,0,0.182858,0.241008,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000096,A,1,completed,2026-09-08T09:26:38.888753Z,2026-09-08T09:26:39.084Z,2026-09-08T09:26:39.084806Z,2026-09-08T09:26:39.127832Z,2026-09-08T09:26:39.510753Z,43,43,0,0.196053,0.239079,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000095,A,4,completed,2026-09-08T09:26:38.883457Z,2026-09-08T09:26:39.081Z,2026-09-08T09:26:39.082122Z,2026-09-08T09:26:39.129192Z,2026-09-08T09:26:39.394457Z,47,47,0,0.198665,0.245735,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000097,A,0,completed,2026-09-08T09:26:38.898761Z,2026-09-08T09:26:39.084Z,2026-09-08T09:26:39.085004Z,2026-09-08T09:26:39.134163Z,2026-09-08T09:26:39.491761Z,49,49,0,0.186243,0.235402,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000099,A,0,completed,2026-09-08T09:26:38.91505Z,2026-09-08T09:26:39.11Z,2026-09-08T09:26:39.111321Z,2026-09-08T09:26:39.152563Z,2026-09-08T09:26:39.40105Z,41,41,0,0.196271,0.237513,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000100,E,0,completed,2026-09-08T09:26:38.930418Z,2026-09-08T09:26:39.113Z,2026-09-08T09:26:39.114154Z,2026-09-08T09:26:39.157203Z,2026-09-08T09:26:39.498418Z,43,43,0,0.183736,0.226785,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000102,A,1,completed,2026-09-08T09:26:38.931627Z,2026-09-08T09:26:39.116Z,2026-09-08T09:26:39.117416Z,2026-09-08T09:26:39.157489Z,2026-09-08T09:26:39.458627Z,40,40,0,0.185789,0.225862,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000098,A,0,completed,2026-09-08T09:26:38.908127Z,2026-09-08T09:26:39.105Z,2026-09-08T09:26:39.105938Z,2026-09-08T09:26:39.15799Z,2026-09-08T09:26:39.559127Z,52,52,0,0.197811,0.249863,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000104,A,2,completed,2026-09-08T09:26:38.949515Z,2026-09-08T09:26:39.129Z,2026-09-08T09:26:39.130248Z,2026-09-08T09:26:39.172289Z,2026-09-08T09:26:39.420515Z,42,42,0,0.180733,0.222774,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000105,A,1,completed,2026-09-08T09:26:38.955574Z,2026-09-08T09:26:39.134Z,2026-09-08T09:26:39.135245Z,2026-09-08T09:26:39.17543Z,2026-09-08T09:26:39.485574Z,40,40,0,0.179671,0.219856,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000101,A,2,completed,2026-09-08T09:26:38.930419Z,2026-09-08T09:26:39.116Z,2026-09-08T09:26:39.117183Z,2026-09-08T09:26:39.176201Z,2026-09-08T09:26:39.513419Z,59,59,0,0.186764,0.245782,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000103,A,2,completed,2026-09-08T09:26:38.943443Z,2026-09-08T09:26:39.129Z,2026-09-08T09:26:39.130242Z,2026-09-08T09:26:39.176273Z,2026-09-08T09:26:39.506443Z,46,46,0,0.186799,0.232830,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000106,A,4,completed,2026-09-08T09:26:38.959814Z,2026-09-08T09:26:39.152Z,2026-09-08T09:26:39.153138Z,2026-09-08T09:26:39.20322Z,2026-09-08T09:26:39.549814Z,50,50,0,0.193324,0.243406,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000109,A,2,completed,2026-09-08T09:26:39.008813Z,2026-09-08T09:26:39.158Z,2026-09-08T09:26:39.158761Z,2026-09-08T09:26:39.207849Z,2026-09-08T09:26:39.528813Z,49,49,0,0.149948,0.199036,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000108,A,3,completed,2026-09-08T09:26:38.991619Z,2026-09-08T09:26:39.157Z,2026-09-08T09:26:39.158432Z,2026-09-08T09:26:39.210506Z,2026-09-08T09:26:39.598619Z,52,52,0,0.166813,0.218887,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000107,A,0,completed,2026-09-08T09:26:38.975789Z,2026-09-08T09:26:39.157Z,2026-09-08T09:26:39.158203Z,2026-09-08T09:26:39.213262Z,2026-09-08T09:26:39.631789Z,55,55,0,0.182414,0.237473,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000110,C,1,completed,2026-09-08T09:26:39.014421Z,2026-09-08T09:26:39.173Z,2026-09-08T09:26:39.173909Z,2026-09-08T09:26:39.228146Z,2026-09-08T09:26:39.569421Z,54,54,0,0.159488,0.213725,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000112,A,0,completed,2026-09-08T09:26:39.022036Z,2026-09-08T09:26:39.176Z,2026-09-08T09:26:39.177012Z,2026-09-08T09:26:39.229238Z,2026-09-08T09:26:39.653036Z,52,52,0,0.154976,0.207202,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000111,A,3,completed,2026-09-08T09:26:39.017554Z,2026-09-08T09:26:39.176Z,2026-09-08T09:26:39.17664Z,2026-09-08T09:26:39.23165Z,2026-09-08T09:26:39.630554Z,55,55,0,0.159086,0.214096,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000113,A,1,completed,2026-09-08T09:26:39.029377Z,2026-09-08T09:26:39.176Z,2026-09-08T09:26:39.177017Z,2026-09-08T09:26:39.232052Z,2026-09-08T09:26:39.648377Z,55,55,0,0.147640,0.202675,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000115,A,0,completed,2026-09-08T09:26:39.032527Z,2026-09-08T09:26:39.209Z,2026-09-08T09:26:39.209836Z,2026-09-08T09:26:39.254933Z,2026-09-08T09:26:39.579527Z,45,45,0,0.177309,0.222406,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000114,A,1,completed,2026-09-08T09:26:39.032526Z,2026-09-08T09:26:39.204Z,2026-09-08T09:26:39.204702Z,2026-09-08T09:26:39.26199Z,2026-09-08T09:26:39.640526Z,57,57,0,0.172176,0.229464,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000116,A,1,completed,2026-09-08T09:26:39.035563Z,2026-09-08T09:26:39.212Z,2026-09-08T09:26:39.212827Z,2026-09-08T09:26:39.267054Z,2026-09-08T09:26:39.499563Z,54,54,0,0.177264,0.231491,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000117,D,2,completed,2026-09-08T09:26:39.035563Z,2026-09-08T09:26:39.215Z,2026-09-08T09:26:39.215778Z,2026-09-08T09:26:39.267842Z,2026-09-08T09:26:39.606563Z,52,52,0,0.180215,0.232279,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000118,A,0,completed,2026-09-08T09:26:39.036719Z,2026-09-08T09:26:39.228Z,2026-09-08T09:26:39.229372Z,2026-09-08T09:26:39.272557Z,2026-09-08T09:26:39.521719Z,43,43,0,0.192653,0.235838,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000119,A,0,completed,2026-09-08T09:26:39.042278Z,2026-09-08T09:26:39.231Z,2026-09-08T09:26:39.232445Z,2026-09-08T09:26:39.275649Z,2026-09-08T09:26:39.496278Z,43,43,0,0.190167,0.233371,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000121,A,0,completed,2026-09-08T09:26:39.046813Z,2026-09-08T09:26:39.232Z,2026-09-08T09:26:39.233276Z,2026-09-08T09:26:39.282336Z,2026-09-08T09:26:39.449813Z,49,49,0,0.186463,0.235523,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000120,A,3,completed,2026-09-08T09:26:39.046196Z,2026-09-08T09:26:39.231Z,2026-09-08T09:26:39.232754Z,2026-09-08T09:26:39.287796Z,2026-09-08T09:26:39.572196Z,55,55,0,0.186558,0.241600,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000122,A,0,completed,2026-09-08T09:26:39.051927Z,2026-09-08T09:26:39.256Z,2026-09-08T09:26:39.25694Z,2026-09-08T09:26:39.298138Z,2026-09-08T09:26:39.671927Z,41,41,0,0.205013,0.246211,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000123,A,0,completed,2026-09-08T09:26:39.055796Z,2026-09-08T09:26:39.264Z,2026-09-08T09:26:39.264997Z,2026-09-08T09:26:39.309319Z,2026-09-08T09:26:39.456796Z,44,44,0,0.209201,0.253523,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000126,A,0,completed,2026-09-08T09:26:39.071445Z,2026-09-08T09:26:39.273Z,2026-09-08T09:26:39.273784Z,2026-09-08T09:26:39.318976Z,2026-09-08T09:26:39.706445Z,45,45,0,0.202339,0.247531,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000125,A,4,completed,2026-09-08T09:26:39.063595Z,2026-09-08T09:26:39.27Z,2026-09-08T09:26:39.270987Z,2026-09-08T09:26:39.324134Z,2026-09-08T09:26:39.574595Z,53,53,0,0.207392,0.260539,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000127,A,0,completed,2026-09-08T09:26:39.079013Z,2026-09-08T09:26:39.276Z,2026-09-08T09:26:39.276675Z,2026-09-08T09:26:39.324735Z,2026-09-08T09:26:39.658013Z,48,48,0,0.197662,0.245722,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000124,A,2,completed,2026-09-08T09:26:39.060005Z,2026-09-08T09:26:39.267Z,2026-09-08T09:26:39.267983Z,2026-09-08T09:26:39.325056Z,2026-09-08T09:26:39.555005Z,57,57,0,0.207978,0.265051,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000128,A,0,completed,2026-09-08T09:26:39.095311Z,2026-09-08T09:26:39.284Z,2026-09-08T09:26:39.284769Z,2026-09-08T09:26:39.333807Z,2026-09-08T09:26:39.728311Z,49,49,0,0.189458,0.238496,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000129,A,3,completed,2026-09-08T09:26:39.100754Z,2026-09-08T09:26:39.289Z,2026-09-08T09:26:39.290324Z,2026-09-08T09:26:39.336425Z,2026-09-08T09:26:39.558754Z,46,46,0,0.189570,0.235671,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000130,C,2,completed,2026-09-08T09:26:39.118209Z,2026-09-08T09:26:39.298Z,2026-09-08T09:26:39.299059Z,2026-09-08T09:26:39.344226Z,2026-09-08T09:26:39.533209Z,45,45,0,0.180850,0.226017,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000131,A,2,completed,2026-09-08T09:26:39.122735Z,2026-09-08T09:26:39.311Z,2026-09-08T09:26:39.312073Z,2026-09-08T09:26:39.357216Z,2026-09-08T09:26:39.650735Z,45,45,0,0.189338,0.234481,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000135,E,1,completed,2026-09-08T09:26:39.137631Z,2026-09-08T09:26:39.325Z,2026-09-08T09:26:39.326081Z,2026-09-08T09:26:39.367181Z,2026-09-08T09:26:39.659631Z,41,41,0,0.188450,0.229550,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000133,A,1,completed,2026-09-08T09:26:39.130045Z,2026-09-08T09:26:39.325Z,2026-09-08T09:26:39.325838Z,2026-09-08T09:26:39.371045Z,2026-09-08T09:26:39.591045Z,45,45,0,0.195793,0.241000,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000132,E,3,completed,2026-09-08T09:26:39.127313Z,2026-09-08T09:26:39.319Z,2026-09-08T09:26:39.320201Z,2026-09-08T09:26:39.378308Z,2026-09-08T09:26:39.633313Z,58,58,0,0.192888,0.250995,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000137,A,0,completed,2026-09-08T09:26:39.148156Z,2026-09-08T09:26:39.337Z,2026-09-08T09:26:39.337505Z,2026-09-08T09:26:39.379623Z,2026-09-08T09:26:39.729156Z,42,42,0,0.189349,0.231467,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000134,A,1,completed,2026-09-08T09:26:39.131977Z,2026-09-08T09:26:39.325Z,2026-09-08T09:26:39.325842Z,2026-09-08T09:26:39.379915Z,2026-09-08T09:26:39.760977Z,54,54,0,0.193865,0.247938,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000136,B,0,completed,2026-09-08T09:26:39.148155Z,2026-09-08T09:26:39.333Z,2026-09-08T09:26:39.334742Z,2026-09-08T09:26:39.38375Z,2026-09-08T09:26:39.656155Z,49,49,0,0.186587,0.235595,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000138,A,0,completed,2026-09-08T09:26:39.154217Z,2026-09-08T09:26:39.345Z,2026-09-08T09:26:39.345495Z,2026-09-08T09:26:39.401709Z,2026-09-08T09:26:39.660217Z,56,56,0,0.191278,0.247492,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000139,A,2,completed,2026-09-08T09:26:39.155427Z,2026-09-08T09:26:39.358Z,2026-09-08T09:26:39.358497Z,2026-09-08T09:26:39.403586Z,2026-09-08T09:26:39.614427Z,45,45,0,0.203070,0.248159,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000140,A,1,completed,2026-09-08T09:26:39.156403Z,2026-09-08T09:26:39.368Z,2026-09-08T09:26:39.369188Z,2026-09-08T09:26:39.418291Z,2026-09-08T09:26:39.776403Z,49,49,0,0.212785,0.261888,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000141,A,2,completed,2026-09-08T09:26:39.166612Z,2026-09-08T09:26:39.371Z,2026-09-08T09:26:39.372089Z,2026-09-08T09:26:39.418326Z,2026-09-08T09:26:39.798612Z,46,46,0,0.205477,0.251714,false,bench-worker-0-1
example,fifo,multi_tenant,0,1000,quick-000142,A,1,completed,2026-09-08T09:26:39.171932Z,2026-09-08T09:26:39.379Z,2026-09-08T09:26:39.380463Z,2026-09-08T09:26:39.421739Z,2026-09-08T09:26:39.757932Z,41,41,0,0.208531,0.249807,false,bench-worker-1-0
example,fifo,multi_tenant,0,1000,quick-000144,A,1,completed,2026-09-08T09:26:39.179602Z,2026-09-08T09:26:39.38Z,2026-09-08T09:26:39.381095Z,2026-09-08T09:26:39.437147Z,2026-09-08T09:26:39.723602Z,56,56,0,0.201493,0.257545,false,bench-worker-1-2
example,fifo,multi_tenant,0,1000,quick-000143,A,0,completed,2026-09-08T09:26:39.17562Z,2026-09-08T09:26:39.379Z,2026-09-08T09:26:39.380706Z,2026-09-08T09:26:39.438772Z,2026-09-08T09:26:39.79762Z,58,58,0,0.205086,0.263152,false,bench-worker-1-1
example,fifo,multi_tenant,0,1000,quick-000145,A,3,completed,2026-09-08T09:26:39.192037Z,2026-09-08T09:26:39.386Z,2026-09-08T09:26:39.386715Z,2026-09-08T09:26:39.445772Z,2026-09-08T09:26:39.848037Z,59,59,0,0.194678,0.253735,false,bench-worker-0-0
example,fifo,multi_tenant,0,1000,quick-000147,A,2,completed,2026-09-08T09:26:39.200724Z,2026-09-08T09:26:39.405Z,2026-09-08T09:26:39.405691Z,2026-09-08T09:26:39.44992Z,2026-09-08T09:26:39.831724Z,44,44,0,0.204967,0.249196,false,bench-worker-1-3
example,fifo,multi_tenant,0,1000,quick-000146,A,0,completed,2026-09-08T09:26:39.200059Z,2026-09-08T09:26:39.402Z,2026-09-08T09:26:39.402785Z,2026-09-08T09:26:39.452861Z,2026-09-08T09:26:39.754059Z,50,50,0,0.202726,0.252802,false,bench-worker-0-3
example,fifo,multi_tenant,0,1000,quick-000148,A,2,completed,2026-09-08T09:26:39.204999Z,2026-09-08T09:26:39.418Z,2026-09-08T09:26:39.41934Z,2026-09-08T09:26:39.463624Z,2026-09-08T09:26:39.675999Z,44,44,0,0.214341,0.258625,false,bench-worker-0-2
example,fifo,multi_tenant,0,1000,quick-000149,C,0,completed,2026-09-08T09:26:39.211006Z,2026-09-08T09:26:39.418Z,2026-09-08T09:26:39.419642Z,2026-09-08T09:26:39.478938Z,2026-09-08T09:26:39.781006Z,59,59,0,0.208636,0.267932,false,bench-worker-0-1
